Datetime,ssrdc,ssrd,I,Iclr
2023-03-10 00:00:00,,,0.0,0.0
2023-03-10 00:15:00,,,0.0,0.0
2023-03-10 00:30:00,,,0.0,0.0
2023-03-10 00:45:00,,,0.0,0.0
2023-03-10 01:00:00,,,0.0,0.0
2023-03-10 01:15:00,,,0.0,0.0
2023-03-10 01:30:00,,,0.0,0.0
2023-03-10 01:45:00,,,0.0,0.0
2023-03-10 02:00:00,,,0.0,0.0
2023-03-10 02:15:00,,,0.0,0.0
2023-03-10 02:30:00,,,0.0,0.0
2023-03-10 02:45:00,,,0.0,0.0
2023-03-10 03:00:00,,,0.0,0.0
2023-03-10 03:15:00,,,0.0,0.0
2023-03-10 03:30:00,,,0.0,0.0
2023-03-10 03:45:00,,,0.0,0.0
2023-03-10 04:00:00,,,0.0,0.0
2023-03-10 04:15:00,,,0.0,0.0
2023-03-10 04:30:00,,,0.0,0.0
2023-03-10 04:45:00,,,0.0,0.0
2023-03-10 05:00:00,,,0.0,0.0
2023-03-10 05:15:00,,,0.0,0.0
2023-03-10 05:30:00,,,0.0,0.0
2023-03-10 05:45:00,,,0.0,0.0
2023-03-10 06:00:00,,,0.0,0.0
2023-03-10 06:15:00,,,0.0,0.0
2023-03-10 06:30:00,,,4.4385,5.635997889059487e-05
2023-03-10 06:45:00,,,18.5825,4.652811060641825
2023-03-10 07:00:00,0.0,0.0,38.79083333333334,31.00394466524619
2023-03-10 07:15:00,33.396084,33.489044,61.81216666666667,75.40560319223914
2023-03-10 07:30:00,66.79217,66.97809,71.91350000000001,129.3277903727024
2023-03-10 07:45:00,100.18825,100.46713,119.633,187.88057237354704
2023-03-10 08:00:00,133.58434,133.95618,199.41266666666664,248.3894522580177
2023-03-10 08:15:00,184.5906,182.86612,253.38700000000003,309.26356975612674
2023-03-10 08:30:00,235.59686,231.77605,296.79200000000003,369.460973671644
2023-03-10 08:45:00,286.60315,280.68597,350.2478333333333,428.23806366177234
2023-03-10 09:00:00,337.6094,329.59592,405.0065,485.0258993240457
2023-03-10 09:15:00,389.02106,380.4915,452.9008333333333,539.3655617494711
2023-03-10 09:30:00,440.43268,431.3871,509.0998333333334,590.8726304136061
2023-03-10 09:45:00,491.84433,482.28265,549.4826666666667,639.2168328106292
2023-03-10 10:00:00,543.256,533.1782,607.4256666666665,684.1099987764001
2023-03-10 10:15:00,584.58276,558.7618,654.7151666666666,725.2987555651376
2023-03-10 10:30:00,625.90955,584.34534,710.6213333333333,762.5600260098452
2023-03-10 10:45:00,667.23627,609.92896,737.3466666666666,795.6982318674168
2023-03-10 11:00:00,708.56305,635.5125,764.2983333333334,824.5435572236225
2023-03-10 11:15:00,734.1226,652.65375,788.2273333333334,848.9508805370618
2023-03-10 11:30:00,759.68225,669.79504,839.5003333333334,868.799130806102
2023-03-10 11:45:00,785.2418,686.9363,851.9164999999999,883.9909103038449
2023-03-10 12:00:00,810.8014,704.0775,851.6128333333334,894.4522780060787
2023-03-10 12:15:00,819.0258,717.7622,861.2126666666666,900.1326198376115
2023-03-10 12:30:00,827.25024,731.44696,875.0365,901.0045599455052
2023-03-10 12:45:00,835.47473,745.1317,866.0028333333335,897.0639029991174
2023-03-10 13:00:00,843.69916,758.8164,853.0851666666666,888.3296241401393
2023-03-10 13:15:00,833.01306,747.7079,844.07,874.8439116265715
2023-03-10 13:30:00,822.3269,736.5993,826.4306666666668,856.6722451529148
2023-03-10 13:45:00,811.6408,725.4907,799.9748333333333,833.9035071551032
2023-03-10 14:00:00,800.9547,714.3822,777.8169999999999,806.650160783618
2023-03-10 14:15:00,772.22266,676.6033,736.919,775.0485586909712
2023-03-10 14:30:00,743.49054,638.82434,704.2755,739.2594754066993
2023-03-10 14:45:00,714.7584,601.04535,668.0223333333332,699.4689989622574
2023-03-10 15:00:00,686.02637,563.2664,600.3228333333333,655.8899894754558
2023-03-10 15:15:00,641.4334,538.93115,571.858,608.7644336941639
2023-03-10 15:30:00,596.8404,514.5958,516.1761666666666,558.3672319433349
2023-03-10 15:45:00,552.24744,490.26056,463.741,505.0123194675419
2023-03-10 16:00:00,507.65445,465.9253,402.0803333333333,449.0626923960096
2023-03-10 16:15:00,455.29224,408.67993,340.325,390.9471818591974
2023-03-10 16:30:00,402.93,351.4346,288.0228333333333,331.18936080276484
2023-03-10 16:45:00,350.56778,294.18924,229.08316666666667,270.4593039692544
2023-03-10 17:00:00,298.20557,236.9439,179.78866666666667,209.67075138700585
2023-03-10 17:15:00,249.48904,201.36375,131.22899999999998,150.17383689273453
2023-03-10 17:30:00,200.7725,165.78362,89.10033333333334,94.1595968510844
2023-03-10 17:45:00,152.05597,130.20348,40.35466666666667,45.532459898740015
2023-03-10 18:00:00,103.33945,94.62334,22.4435,11.469745182290954
2023-03-10 18:15:00,78.67,72.11834,3.971166666666667,0.1860943689104726
2023-03-10 18:30:00,54.000557,49.613335,0.0,0.0
2023-03-10 18:45:00,29.331112,27.108334,0.0,0.0
2023-03-10 19:00:00,4.661667,4.6033335,0.0,0.0
2023-03-10 19:15:00,,,0.0,0.0
2023-03-10 19:30:00,,,0.0,0.0
2023-03-10 19:45:00,,,0.0,0.0
2023-03-10 20:00:00,,,0.0,0.0
2023-03-10 20:15:00,,,0.0,0.0
2023-03-10 20:30:00,,,0.0,0.0
2023-03-10 20:45:00,,,0.0,0.0
2023-03-10 21:00:00,,,0.0,0.0
2023-03-10 21:15:00,,,0.0,0.0
2023-03-10 21:30:00,,,0.0,0.0
2023-03-10 21:45:00,,,0.0,0.0
2023-03-10 22:00:00,,,0.0,0.0
2023-03-10 22:15:00,,,0.0,0.0
2023-03-10 22:30:00,,,0.0,0.0
2023-03-10 22:45:00,,,0.0,0.0
2023-03-10 23:00:00,,,0.0,0.0
2023-03-10 23:15:00,,,0.0,0.0
2023-03-10 23:30:00,,,0.0,0.0
2023-03-10 23:45:00,,,0.0,0.0
2023-03-11 00:00:00,,,0.0,0.0
2023-03-11 00:15:00,,,0.0,0.0
2023-03-11 00:30:00,,,0.0,0.0
2023-03-11 00:45:00,,,0.0,0.0
2023-03-11 01:00:00,,,0.0,0.0
2023-03-11 01:15:00,,,0.0,0.0
2023-03-11 01:30:00,,,0.0,0.0
2023-03-11 01:45:00,,,0.0,0.0
2023-03-11 02:00:00,,,0.0,0.0
2023-03-11 02:15:00,,,0.0,0.0
2023-03-11 02:30:00,,,0.0,0.0
2023-03-11 02:45:00,,,0.0,0.0
2023-03-11 03:00:00,,,0.0,0.0
2023-03-11 03:15:00,,,0.0,0.0
2023-03-11 03:30:00,,,0.0,0.0
2023-03-11 03:45:00,,,0.0,0.0
2023-03-11 04:00:00,,,0.0,0.0
2023-03-11 04:15:00,,,0.0,0.0
2023-03-11 04:30:00,,,0.0,0.0
2023-03-11 04:45:00,,,0.0,0.0
2023-03-11 05:00:00,,,0.0,0.0
2023-03-11 05:15:00,,,0.0,0.0
2023-03-11 05:30:00,,,0.0,0.0
2023-03-11 05:45:00,,,0.0,0.0
2023-03-11 06:00:00,,,0.0,0.0
2023-03-11 06:15:00,,,0.0,0.0
2023-03-11 06:30:00,,,5.1225000000000005,0.0019025212588923
2023-03-11 06:45:00,,,22.5835,5.298294021171604
2023-03-11 07:00:00,0.0,0.0,47.12983333333333,32.676954199657835
2023-03-11 07:15:00,32.38211,28.32901,87.537,77.70266270171001
2023-03-11 07:30:00,64.76422,56.65802,129.85333333333332,131.9790011416407
2023-03-11 07:45:00,97.14633,84.98703,174.07933333333332,190.7432572882636
