Datetime,ssrdc,ssrd,I,Iclr
2023-01-01 00:00:00,,,0.0,0.0
2023-01-01 00:15:00,,,0.0,0.0
2023-01-01 00:30:00,,,0.0,0.0
2023-01-01 00:45:00,,,0.0,0.0
2023-01-01 01:00:00,,,0.0,0.0
2023-01-01 01:15:00,,,0.0,0.0
2023-01-01 01:30:00,,,0.0,0.0
2023-01-01 01:45:00,,,0.0,0.0
2023-01-01 02:00:00,,,0.0,0.0
2023-01-01 02:15:00,,,0.0,0.0
2023-01-01 02:30:00,,,0.0,0.0
2023-01-01 02:45:00,,,0.0,0.0
2023-01-01 03:00:00,,,0.0,0.0
2023-01-01 03:15:00,,,0.0,0.0
2023-01-01 03:30:00,,,0.0,0.0
2023-01-01 03:45:00,,,0.0,0.0
2023-01-01 04:00:00,,,0.0,0.0
2023-01-01 04:15:00,,,0.0,0.0
2023-01-01 04:30:00,,,0.0,0.0
2023-01-01 04:45:00,,,0.0,0.0
2023-01-01 05:00:00,,,0.0,0.0
2023-01-01 05:15:00,,,0.0,0.0
2023-01-01 05:30:00,,,0.0,0.0
2023-01-01 05:45:00,,,0.0,0.0
2023-01-01 06:00:00,,,0.0,0.0
2023-01-01 06:15:00,,,0.0,0.0
2023-01-01 06:30:00,,,0.0,0.0
2023-01-01 06:45:00,,,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,5.976166666666667,0.0
2023-01-01 07:15:00,16.921698,13.419167,26.8615,11.1372050616949
2023-01-01 07:30:00,33.843395,26.838333,38.89533333333334,48.56549914390321
2023-01-01 07:45:00,50.76509,40.2575,61.72533333333333,99.07534926258784
2023-01-01 08:00:00,67.68679,53.676666,75.17916666666666,154.42983379618283
2023-01-01 08:15:00,115.91902,82.771515,71.72916666666667,211.1680295195195
2023-01-01 08:30:00,164.15126,111.866356,104.474,267.62659512793533
2023-01-01 08:45:00,212.38348,140.9612,249.93,322.8600851103545
2023-01-01 09:00:00,260.61572,170.05605,375.777,376.24781911343774
2023-01-01 09:15:00,310.4831,213.43094,275.12766666666664,427.3347335672848
2023-01-01 09:30:00,360.3505,256.80585,457.356,475.76022539863146
2023-01-01 09:45:00,410.2179,300.18073,515.6636666666667,521.2236666447151
2023-01-01 10:00:00,460.08527,343.55563,559.7766666666668,563.4666139919816
2023-01-01 10:15:00,500.81445,373.18637,609.2351666666667,602.2631956539099
2023-01-01 10:30:00,541.5436,402.81714,646.9069999999999,637.4147495830874
2023-01-01 10:45:00,582.27277,432.44788,673.9818333333333,668.7467796382556
2023-01-01 11:00:00,623.00195,462.0786,710.978,696.1072223131437
2023-01-01 11:15:00,648.97675,446.6404,731.8266666666666,719.3654730859542
2023-01-01 11:30:00,674.95154,431.2022,762.5573333333333,738.4118583279245
2023-01-01 11:45:00,700.92633,415.76404,782.7923333333333,753.1573674034496
2023-01-01 12:00:00,726.9011,400.32584,788.9656666666667,763.533532534499
2023-01-01 12:15:00,734.979,398.5639,822.0438333333333,769.4923870986712
2023-01-01 12:30:00,743.05695,396.80194,820.2495,771.0064596693093
2023-01-01 12:45:00,751.1349,395.03998,804.7763333333334,768.0687785200316
2023-01-01 13:00:00,759.21277,393.27805,818.5996666666667,760.6928736409086
2023-01-01 13:15:00,750.1743,445.035,822.2115,748.912773144224
2023-01-01 13:30:00,741.13586,496.79193,780.5681666666666,732.783000178778
2023-01-01 13:45:00,732.09735,548.5489,750.1811666666667,712.3785868726078
2023-01-01 14:00:00,723.0589,600.30585,709.7071666666667,687.7951354423923
2023-01-01 14:15:00,696.0312,571.09674,656.3231666666667,659.1489764154185
2023-01-01 14:30:00,669.0035,541.88763,641.234,626.5775048143271
2023-01-01 14:45:00,641.97577,512.6785,609.3528333333333,590.2398259165072
2023-01-01 15:00:00,614.94806,483.46945,559.42,550.3179292762778
2023-01-01 15:15:00,573.5573,453.0074,459.2646666666667,507.0187653912374
2023-01-01 15:30:00,532.1665,422.5453,457.4101666666666,460.5778900581243
2023-01-01 15:45:00,490.77576,392.0832,384.2223333333333,411.2659104472171
2023-01-01 16:00:00,449.385,361.62112,351.4183333333333,359.40014211205823
2023-01-01 16:15:00,398.9582,323.1718,294.12066666666664,305.36646809873685
2023-01-01 16:30:00,348.5314,284.7225,55.4995,249.66248658128285
2023-01-01 16:45:00,298.10458,246.2732,54.31616666666666,192.9886777829452
2023-01-01 17:00:00,247.67778,207.82388,110.24483333333332,136.4584870651312
2023-01-01 17:15:00,199.88861,168.78014,84.33349999999999,82.13560342765307
2023-01-01 17:30:00,152.09944,129.73639,20.38233333333333,34.547655763274925
2023-01-01 17:45:00,104.31028,90.692635,2.2775000000000003,4.398241069034945
2023-01-01 18:00:00,56.52111,51.648888,0.0,0.0
2023-01-01 18:15:00,42.39083,38.736664,0.0,0.0
2023-01-01 18:30:00,28.260555,25.824444,0.0,0.0
2023-01-01 18:45:00,14.130278,12.912222,0.0,0.0
2023-01-01 19:00:00,0.0,0.0,0.0,0.0
2023-01-01 19:15:00,,,0.0,0.0
2023-01-01 19:30:00,,,0.0,0.0
2023-01-01 19:45:00,,,0.0,0.0
2023-01-01 20:00:00,,,0.0,0.0
2023-01-01 20:15:00,,,0.0,0.0
2023-01-01 20:30:00,,,0.0,0.0
2023-01-01 20:45:00,,,0.0,0.0
2023-01-01 21:00:00,,,0.0,0.0
2023-01-01 21:15:00,,,0.0,0.0
2023-01-01 21:30:00,,,0.0,0.0
2023-01-01 21:45:00,,,0.0,0.0
